-4.430469569196625844e-03,6.667522261894948121e-02,3.680908573764478386e-02,-1.550364889598659056e-02,1.992675612185715039e-01,-2.870767965697787472e-02,3.764867606437262426e-02,2.044040414945338391e-01,3.258930793409565985e-02,-1.841224241411836826e-01
2.095951013201529378e-01,-8.279576264255124329e-02,-2.395827942469310259e-02,8.695878545715099439e-02,1.848779767507582050e-01,-1.336051231170648779e-01,-2.013490868837510273e-01,1.579319449730243463e-01,-2.575692700174204708e-01,2.369401512538281754e-02
1.858441632917868513e-01,1.168663143221448930e-01,-1.142888188366130847e-01,9.098080582032512520e-02,2.105150549991499365e-01,1.552722480888270307e-01,-1.874671192820107912e-01,3.933131317644875113e-02,-3.660711006877519214e-02,-3.576983228096453082e-02
1.983658920257810876e-01,6.548948715015059929e-02,-1.208718594178119637e-01,1.135707430001157009e-01,8.877612977511672998e-02,-4.591048925184423868e-02,-8.696165915930686996e-02,6.866593139632092002e-02,1.180029245307977065e-01,1.219456359219487501e-01
1.715444391472834285e-01,2.498485392476671729e-01,-2.225077356657030880e-01,-5.406377753637896244e-02,1.535036976815239151e-01,-1.588930952403724561e-01,-2.774353221453085272e-02,-8.377145966397489540e-02,-1.791137501581221148e-01,-6.790248684510163946e-02
-2.694217587248297630e-01,-1.380997114603687084e-02,-3.850927610559133629e-02,1.449956600040572530e-01,2.734025686727669657e-01,3.913334488049381721e-02,8.369175155388430820e-02,1.578720351435517477e-01,-2.011556511434562100e-01,2.523347779852551896e-03
-7.162906177238681504e-02,1.701416661999018837e-02,7.078704052237487498e-02,4.312870656946459803e-03,8.561066875726969228e-02,-1.952566193490021251e-02,-4.005172468540620090e-02,8.486675118130146411e-02,-2.859605632984299484e-01,1.522464572958506512e-01
-2.135173666803564796e-01,1.120612504192720210e-01,-2.270790632313853530e-01,7.060428897108497748e-02,-4.437458421428013694e-02,-5.048815158291658327e-03,9.315418448776890958e-02,7.614396545707050046e-02,-1.940733998289461693e-01,-3.311388596011730599e-03
1.544373536482353260e-01,4.087760203205578063e-02,-7.635589567465918270e-02,3.947845623745915161e-02,-6.592777092350737833e-02,-4.148304903905727231e-02,-1.941340487097016620e-02,5.639442457631643063e-02,1.035915103324051706e-01,-1.261300107849415951e-02
-6.900189929327962823e-02,-1.843528905863501821e-01,-4.859897040003344215e-02,-3.236042027213788252e-02,7.261014463276313502e-02,-2.898504886982521400e-01,-8.000633110301166862e-02,1.790210899465963512e-01,-1.490043839364892930e-01,1.262942112484738699e-01
5.873357817992397312e-02,1.411851021026446218e-01,-6.432879017914143460e-02,-1.288385027218081902e-01,-2.734062020271512891e-02,-1.318448797354655408e-02,-1.139057283697671695e-02,9.364336536515106835e-02,4.326168486172475569e-03,1.599396246091732421e-01
2.067792076920039468e-01,-6.211304672156152396e-02,-1.203158211418499726e-02,-2.123386727806332308e-01,-7.988043842910320935e-02,3.279290730308701343e-03,-1.437583312136479496e-01,-1.678042074158797928e-02,1.431614715330572218e-01,-2.844694876896235874e-02
5.722792269811848020e-02,-7.381611919260155918e-02,6.683377849607419208e-02,-2.105606647975453993e-01,-9.821639597209666506e-02,2.299986307432949975e-02,3.936854151166604976e-02,-1.167678105536343880e-01,-1.046375742492434806e-02,-1.300319107173827371e-01
2.754400572783242684e-01,2.118223474057064626e-01,-3.364836872022042985e-02,-5.970671200795341776e-02,5.725003923757844559e-02,-5.742566182810886904e-02,-4.780479742912693147e-02,1.770945549325135815e-01,-1.456762563936555947e-02,-1.024968336506110883e-01
3.546619392207991765e-03,9.420675119977611756e-02,2.677416550584498997e-02,4.637792750476160339e-03,-1.950908818760631325e-01,-1.591131189466553908e-01,-3.683208393480006532e-02,6.840374474477466105e-02,-7.429213469770269695e-02,2.268079785318300734e-01
-1.669036696299586175e-01,3.716598053332073603e-02,7.242617386803715251e-02,-3.762036499184820415e-02,6.190944258205454548e-02,-6.606205894667403072e-03,-2.884319573421012181e-02,-2.478687374281829392e-02,1.753298246094351365e-01,-1.110951819976637167e-01
