1.624666114595520530e-02,-5.546089038513975222e-02,-2.357407158226748622e-02,-3.347938568177372815e-02,5.506247741439197069e-02,-2.663546170401431823e-02,3.378175595311978807e-02,1.269603040177824660e-01,7.930466739127338405e-02,-2.193638601403348487e-02,-1.814159155914220681e-02,2.785092756720084634e-02,-1.071159416638830103e-01,-5.275215511611688196e-02,3.690706898805919817e-02,-8.962430360780841362e-03
1.211023153054698737e-01,-3.730514737934817471e-02,-6.529074133262233182e-02,-5.567288131542815627e-02,2.337906399652724815e-03,-1.071221561686702857e-02,1.420960949760107506e-01,-2.366174232805826061e-02,3.652660394879199499e-03,6.063287320041798462e-02,-3.398861355567931418e-03,3.394957719142834701e-02,2.184456133297656144e-02,5.343124946585425805e-02,-8.204300497119129676e-02,4.932000948133195145e-02
-8.470046970175443626e-03,1.308436645231769377e-02,-2.393725536999119149e-02,1.036451062633585024e-01,-1.264855414944610346e-01,8.695424880221050423e-02,-3.970803784876245773e-02,9.684712359066030563e-02,7.652575720903313783e-02,6.882217009038474331e-02,5.508799028068566556e-02,1.408078971081988817e-01,-4.006150055042072278e-02,-3.522126860457958780e-02,-3.514220172930504482e-02,5.669273839487557615e-02
-8.102925938317866172e-02,6.457094976637223205e-02,-1.773862444954916670e-02,-6.676583129748599188e-02,-6.590443295342109098e-02,-5.030592223640780597e-02,-9.021944206007971589e-02,3.336796349657521893e-02,5.342323065674593058e-02,6.522637758226962346e-02,-3.583453013939674747e-02,1.849432273012732719e-02,-2.551504881714477483e-03,4.433141575831976017e-02,3.353056942697960757e-02,4.526519940964500444e-03
-1.159509130491447465e-01,-9.006592719942039041e-03,7.324885373763203276e-03,-4.339849169114426419e-02,-1.534644657769430702e-02,-8.149247409918042306e-02,-1.735729017889043116e-02,3.292115747396217457e-02,1.307188760339456635e-01,-5.792027828495312919e-02,1.760880861594590853e-03,-6.093453900211841939e-02,-8.727295818017444945e-03,-1.287833232290063953e-02,5.760369549532425720e-02,5.976477677494365648e-02
1.038681955926780420e-02,-5.640206836920291789e-03,7.462678663376007271e-02,1.133170965199583637e-02,9.623017965489481795e-02,-1.023253755811700805e-01,1.140790258469377288e-01,-3.729986219874575903e-02,-6.770017683879793469e-02,2.508850281944335469e-03,-6.963543690213065684e-02,3.464245340405946311e-02,-3.192439084827325413e-02,1.904477404540503432e-02,-5.557560642412415208e-02,-1.499820513473962801e-02
6.254831464906534036e-03,-1.017938130303489702e-02,1.000557870609615208e-01,3.673093026262703314e-02,1.418332231556596740e-02,-1.162255249085421410e-01,2.628727966957468062e-02,7.851167483358459376e-02,-4.296167794423760844e-02,-7.325894298353223533e-03,-1.860437658065793309e-01,-7.873531846846341942e-02,-1.332811634330219319e-01,7.586384537350388847e-03,-3.934453621663847218e-03,-7.669320644945566874e-03
-2.711264306071273222e-02,6.527755337522517243e-02,-7.646301472100303087e-02,-4.523209620429083366e-03,3.875074149045171223e-02,-1.131074089702543278e-02,-3.021828311619204673e-03,-5.018141540226773306e-02,-2.080216499369167901e-02,4.984206170350791165e-02,-1.231675885599443909e-01,-1.085473190910852745e-02,-3.955075488539529921e-02,-3.341084402912099759e-03,1.162203477432292020e-01,-2.899066569702286877e-02
9.326553733749745612e-02,7.034387487256371640e-02,2.462596742213074476e-03,5.565933882263613200e-03,1.284045305094715789e-02,-5.155170788040901175e-02,4.189509261048883493e-02,-3.673618991566162534e-02,2.348962321993019933e-03,-1.322664831971913924e-01,-5.085147854801786577e-02,3.237092896090935923e-02,-7.330087343033797609e-02,2.189688062103892219e-02,-2.631546348323252418e-02,6.075860500680543147e-02
7.878830854523644067e-02,1.268868157816113729e-02,-2.873543662181308805e-04,2.659816306606564099e-03,2.002699804136252198e-04,7.458329997128097799e-02,1.592626847772590226e-01,-8.172919689987194480e-02,-6.417551325052475719e-02,9.007631879338254266e-02,-6.832823774506940895e-02,-8.687951853120673418e-02,1.290865528840993703e-01,-1.611921403286092208e-02,-1.034593740552554146e-02,-3.293288556147426493e-02
3.648474010492368247e-02,-6.921973483177637498e-02,1.116008033891348616e-01,4.718707775865724208e-02,-1.687634349709270362e-03,-3.441923895730224225e-02,9.411627689071059427e-03,6.679019493957186193e-02,1.636782424238963640e-01,9.904354242940832664e-02,6.631993291297595683e-02,1.610188255290342279e-03,7.389851707714667484e-02,-2.062165033847090587e-02,2.593581181848481423e-02,7.205168878697768009e-02
3.805955538302972785e-02,-3.992105655860425650e-02,-9.505669031146191106e-02,3.145629412783676471e-02,9.985179776651078795e-03,5.817105414733629576e-02,6.310942468537910667e-03,-2.219351110972550556e-02,6.596271761953363677e-02,6.694196787007186678e-02,-1.288292711734314588e-01,-9.603754203494697939e-02,4.981410961454055611e-03,-3.032511308600759417e-03,-6.464828866849400141e-03,5.037716584272008274e-02
1.260848524434945161e-01,-6.284767526619951250e-02,-3.457924505289558699e-03,-1.506571745636599942e-03,1.442484998081197678e-02,-7.645871279924620900e-02,3.201822983725321342e-02,3.860352159841391479e-03,1.274772358873510480e-01,2.866199824902843779e-02,-4.069421431761716806e-02,-9.465345947206196819e-02,-9.252053567373064863e-03,-4.579386882342025011e-02,-2.116059731618111922e-02,2.044810696022995172e-02
1.477783729270346069e-02,1.373696302650621870e-02,8.776139530090465435e-02,2.559339216406350190e-02,1.711502398974905081e-01,1.009608178094141898e-02,-2.260061087333348206e-02,-9.210380111995881969e-02,-8.216197596537143377e-02,6.138524590242126072e-02,4.360130713223297344e-02,-6.705638855717266020e-03,-1.717395865415530590e-02,-5.449787746300812502e-02,-5.087922944708053903e-03,6.545753394505181635e-03
-1.260384500116704942e-01,4.696008647715883139e-02,-1.259977080000054261e-01,2.120077648809765014e-02,-1.270815515832498686e-03,1.836582210063768608e-02,-3.758342278226853989e-02,1.072619898480145773e-01,4.483918535042392961e-02,4.474348657652049699e-02,-8.117502008744821237e-03,-5.851200945811475991e-03,5.215769071061552437e-02,8.229775126837447774e-02,9.285588507101902311e-02,-4.089163733273162502e-03
3.622027737371415548e-03,2.233804384524301634e-02,-1.566831491622818623e-02,-4.422192208636638311e-02,1.193584983751629254e-02,2.973338513901532809e-02,3.571763104490790347e-02,-3.389314314667802707e-03,-4.121141660481763419e-02,3.628113950587595615e-02,2.807998222995377810e-02,-5.861533418409872742e-02,5.608693806267075338e-02,4.835881360873660328e-02,2.727546761508022836e-03,-7.954346056882605209e-02
-7.577071696793175049e-02,2.879233067299683674e-02,-3.211749076857670776e-02,-1.700115909932621225e-02,-6.902284728437393935e-02,5.161316818828203673e-02,-1.153924541288005312e-01,-1.719473231863414978e-03,2.214246333894264590e-02,4.326774273002226279e-02,3.308527448122931813e-02,-7.731813080515291536e-02,-2.898503913415614516e-02,-4.564105824968778952e-02,-6.807261220124612155e-02,-1.111248621514911855e-01
2.999765273499659102e-02,7.541324108007144145e-02,-3.494360974079861043e-02,4.813226074088595985e-02,3.505639927149146323e-02,-5.632691863590772591e-02,-4.236603203493682218e-03,3.872315286568068192e-03,4.614167673914669476e-02,1.202712566143303990e-02,-1.059649299494999086e-01,1.133250855641209365e-01,2.106006123247503720e-02,-6.125806467020506602e-02,-9.082939013013904828e-02,-5.563198666276191612e-02
-2.183615436646633989e-02,-4.075469788956641304e-02,-2.900676010712416666e-02,-6.349435373761885826e-02,3.621250278599729561e-02,-6.537312961978293535e-02,3.657392478137069802e-02,4.375147441161069545e-02,-9.398837135309359714e-02,-2.431449922511795189e-02,5.975413361811073715e-02,8.706846651250503902e-03,5.087973634396966705e-02,6.856760863467206701e-02,-6.503919183176197494e-02,-2.842755405856761675e-02
1.815212648729950390e-02,-1.603456832986941555e-02,2.133367167302451309e-02,9.162582815543697523e-02,-1.130684706959691338e-02,1.344375516407632191e-02,-5.462382424239851583e-03,-1.276400206358590805e-01,-5.287615465199299591e-02,-8.776267639900085099e-03,-2.648116399840387894e-02,4.782030969597833581e-02,6.354323270430592419e-02,-4.328305891753176510e-02,7.140920104251223532e-02,-3.472875833639878229e-02
1.823192499002895123e-02,-2.382241839756532240e-02,-8.423217942181997209e-02,-4.944782601680321882e-02,-1.025093373370176558e-01,5.000558366775997160e-02,8.717848479932523154e-02,5.746101709880723635e-02,-1.992751907939887407e-02,4.839286804686681459e-02,-1.196327059343423177e-01,6.278173710120160678e-02,1.122875220744611741e-01,4.229068630351261876e-02,-2.656228449241227960e-02,5.083314546615963492e-02
3.483766629738892229e-03,-6.354282566077995575e-02,-8.429339462774011749e-02,-1.431383414016568906e-02,2.840849611296946114e-03,-1.612166751255594832e-01,1.848613369386145622e-01,-2.648171318325570969e-02,8.097962121330160024e-02,6.718383385845120258e-03,8.213483552180528280e-02,1.373681375998819232e-01,-3.759883534708981234e-02,-2.072163770077545264e-02,4.266463849393831859e-02,5.989428053756169767e-02
1.357013421296086007e-02,-8.650654070422130609e-03,-8.685564678677047679e-02,5.786296098713128618e-03,-6.284994498914719951e-02,4.569140743709713596e-05,7.866210590410384340e-02,2.533089132567585208e-02,2.185606913798550724e-02,-9.179619175169298484e-02,3.283242885188100701e-02,-3.468525661902047835e-02,-1.249563392027395331e-01,8.353662560254877800e-02,-1.031555645545270856e-02,1.228136486061854292e-03
2.962989202400111155e-02,8.033206961768307730e-02,-4.647871752237702631e-02,9.152917516204651938e-02,-1.320160602691058862e-03,-5.030766198180532112e-02,9.791104242656690007e-03,-3.836263286208154571e-02,-6.317474360599747117e-03,9.939715324991878209e-02,-1.153364197288398313e-01,2.807424464826604495e-03,-4.425655112414973724e-03,-1.885459248428015752e-02,-2.341577776284656937e-02,4.126058989336567340e-02
-3.774816692172758975e-02,-1.792421703386489484e-01,-9.376170870686238723e-02,-1.895599791179263319e-02,5.803653692835430283e-02,3.461072888638147549e-02,-1.319395137017517206e-01,3.607029985054725774e-02,6.899017507362525600e-03,-2.747598715805554814e-02,-2.899303142009408349e-02,3.528895699282472848e-02,1.485891553153265675e-02,-6.230110524355064738e-02,-6.216438704659564551e-02,5.629666129471382584e-03
1.159251138221131794e-01,6.728130951675651006e-02,3.764433745003544635e-02,-6.630351221526536998e-02,-4.946073540279223579e-02,4.121950187772062402e-02,5.292625003789101085e-02,-4.909347593686464589e-02,-1.024523128825926589e-02,-4.669270743222187631e-02,-3.328335261509963311e-02,6.162280989138532727e-02,-2.101159964379637618e-02,-5.717062726530370426e-02,-8.683107730634062604e-02,-1.045388715289459654e-02
-1.924722509609741450e-02,9.189308486994461622e-02,-5.283039531251692428e-02,-5.945903060624806169e-02,4.064059335571136578e-02,1.336082592301956161e-02,2.538522926746839079e-03,1.146798897186896045e-02,-2.859495150525146259e-02,1.044523282113632955e-02,5.067573956499681065e-02,-7.128252895578668369e-02,5.223092158196657175e-02,6.769013540249134431e-02,-2.640942350421780771e-02,1.797881776679216559e-01
1.180366584948294301e-01,-1.048704182033986798e-01,6.412212190821572899e-02,4.734779671662469464e-02,-6.615897194930689396e-02,3.176843639749848264e-02,-2.655206131126755520e-02,5.716609545822801119e-02,-6.045150045486954310e-02,-5.621108523470416674e-02,1.209260335463824970e-01,1.339398099396018433e-03,4.536119468985849723e-02,6.270180570878433612e-02,-2.145009571701449007e-03,-2.729862089260989486e-02
3.206593051037247288e-02,1.133763757820929613e-01,1.024666462937929082e-02,2.700985242488167931e-02,-9.908676513037187328e-03,2.130345425751941149e-02,-2.818556528140270592e-02,2.414651982352075676e-02,6.225488364232425326e-02,9.590279528783673957e-02,6.218777793899404188e-02,2.820878119885268306e-02,1.209074989206827266e-01,-2.414380863556048976e-03,-4.550605631048794918e-03,-1.149872644238971453e-01
2.089665840323504803e-02,4.417779640590649426e-02,7.071965973128956084e-02,-6.289314599577444827e-03,1.472563611223613733e-01,5.544191447869188660e-02,-6.304524236342490262e-02,2.612339085744138159e-02,-3.704811970004215696e-05,9.000188984202367459e-02,6.538294698261001153e-03,-5.240935234419817623e-02,1.741321005342144276e-02,-3.231847061816800482e-02,-1.028129876755707744e-01,-5.345098431351311824e-02
1.007620891889544901e-02,-3.208210065763035523e-02,8.219110594558484695e-02,-8.208648050933831097e-02,-4.657353560871759640e-02,-6.275541969434415834e-02,1.370469766863522017e-02,8.758095551966335601e-02,1.724154407303948693e-03,-6.014650100719785668e-03,8.167125484044522599e-02,1.441976269008900802e-01,2.204926491140538417e-02,-1.196598836506382740e-01,-7.212927789495696129e-02,3.314383964571882696e-02
2.387163236962393936e-02,-1.315843526371544558e-01,3.268261745084525410e-02,4.043941931883714147e-02,-8.245044774756515871e-02,1.018011568927633531e-01,1.402446315657229943e-02,3.616784055315075408e-02,-3.350827718661459481e-02,1.132546539791705470e-01,1.506281611811069177e-01,1.206328632295102649e-02,9.292492320261172556e-02,-6.735246547226694802e-02,1.100231363094379168e-02,-5.846042046612352772e-02
-9.085954776362153637e-03,-5.450419398885902877e-02,-1.677006684931758168e-02,4.257955704680212172e-02,-9.944550834204460288e-02,-7.766151691102685106e-02,-2.129463985650281721e-02,4.101948408246289951e-02,1.111452808115963725e-01,-1.709583727951614548e-02,7.330925663723938295e-04,-2.867934413403304753e-02,-3.971379790576166913e-02,1.085688627622629666e-02,-2.277090029325699524e-02,4.898983565215173086e-02
-1.184980636877010392e-02,4.029501624499608886e-02,6.835244251792632619e-02,4.714131677666597020e-02,-4.428198810443545463e-02,2.797753739074940182e-02,4.764493956169172512e-02,-1.030327458662431798e-02,9.399986621056131975e-02,-3.309619845309735593e-03,-2.875056587565091512e-02,-3.889071447088419953e-02,1.566407224909704271e-02,4.726852967895269625e-02,-6.143120461122075597e-03,6.466337936691081423e-02
