-3.423154923262057558e-02,1.415202288193120328e-01,5.970284915992159214e-02,2.337779701587882897e-01,9.814058084683366726e-03,1.232847857189177804e-01,-1.319300523442727413e-01,2.904598175270548324e-02,-1.322562193617087822e-01,-8.494024857630953773e-02
1.089208640926970645e-01,2.619573566714357774e-02,-4.458333704809910869e-02,9.989110551599199306e-03,5.544378908426386698e-02,9.414670320950728477e-02,6.420686325499475045e-02,-2.500691038711243611e-02,-7.241355809941241173e-02,-8.041675562265583610e-02
-1.096826268119594494e-01,6.050444459619874760e-02,6.600120096229494804e-02,-1.586416317416514676e-01,1.626615574785610085e-02,-1.588135655859230499e-01,2.637358420087742780e-02,1.473519927417310527e-01,2.713140480769626883e-02,-3.063999660690500115e-02
1.195474401225557898e-01,1.437265502737460898e-01,1.122708474344549512e-01,-2.746302861451772881e-02,9.926171209284299912e-02,1.014274582960176113e-01,-7.040155345577628343e-02,-1.344969385079738400e-01,6.178967504638963743e-02,-8.940519466806938487e-02
-5.386043821724689068e-02,5.906837348239555446e-02,6.650420524523983912e-02,-6.824661755804355134e-02,7.645100625655298909e-02,5.868204938310585261e-02,-4.934268015273474660e-03,2.947177492778587857e-02,-1.779005943756238259e-02,-4.466609279347197314e-02
9.844441888139343622e-02,-9.169023242188129030e-03,-5.877918260962489670e-03,-1.531566960616560899e-04,-1.590923275876663656e-01,7.476173172136289791e-02,-4.416488898937505347e-02,-1.521150752707969324e-02,-9.639866750418472907e-02,-9.273391770581555782e-02
-1.667000669433005289e-01,-3.140244000497945803e-02,1.029164951918138116e-01,2.047889462797773952e-01,-8.369143243598964332e-02,-4.117721967678179829e-02,1.497717987043614696e-01,1.762352512327871115e-02,-1.389667961626746551e-01,7.975033294547287377e-02
-1.140884299518484246e-01,-3.424379350304858002e-03,1.446133398620241643e-02,-2.536339525701484729e-02,1.349153595626073343e-01,1.406663408345155131e-01,-1.293663027279681188e-01,1.956406500334090595e-02,-1.553469490794035304e-02,4.395062952696381087e-02
-2.121037411306092579e-02,-1.242940850618600851e-01,-1.488766577274334701e-01,-1.803027976670788443e-02,7.502476578762470871e-02,4.576080354481089352e-02,-3.485348872978967505e-02,5.475016059943107333e-02,-1.457872794474803779e-01,1.080917260807658931e-01
2.297737661371886120e-02,-2.108433260938586684e-01,3.324103416120422622e-02,-1.286408363406116133e-02,-8.862520092684421369e-02,3.213791773969026239e-02,1.277954445613533607e-01,1.120852669128108714e-01,-1.389691923783409333e-01,-5.041055883958981548e-02
9.397270202211441270e-02,-7.821383951031235515e-02,-6.733919247311913325e-02,-2.209334261180029985e-02,4.515048822251463423e-02,2.448347967235070810e-01,2.031779309356086458e-02,3.387381689855432226e-02,-2.418036310874956824e-02,-1.453340917793496424e-02
-9.840317271226488305e-02,1.128900325358327406e-01,-1.872329546185234547e-02,-1.345875053317482396e-02,3.815359980802383172e-02,6.156463415495843500e-02,5.079119964046723695e-02,1.183075277901824152e-01,8.487014817892191143e-02,-1.916972207330062128e-01
2.305972902422625745e-02,-1.747440211466800286e-01,6.597393999320581848e-02,2.483330918271954291e-01,-1.805715998893666838e-02,1.623648915873299181e-02,8.802414954022574900e-02,2.039467630594003766e-02,4.806702760556894050e-02,3.187049035285401816e-02
1.210513913666714514e-01,-1.706583426861549013e-01,1.373710372871591312e-01,-6.165210693176810530e-02,1.505944894474200713e-01,-7.716575822702662069e-02,1.163619960893068073e-01,1.216733115636561696e-01,2.257127420846800903e-01,-3.281780907915313877e-02
1.059032771442880022e-01,-1.510194322210478279e-01,3.866419295193589817e-02,-5.093879926111381101e-02,-1.908204080365928368e-01,8.657478886016892194e-02,5.141197342974872936e-02,4.961173704352131453e-02,8.953805994187911954e-02,3.487143444815236221e-02
-4.213523313373111756e-02,-2.974622269033678004e-02,-1.337515171317535667e-01,-1.216728661124778232e-01,-6.137306419302927113e-02,8.917363412743313511e-02,1.862141247738488894e-02,6.910157061687675906e-02,1.145724677837793026e-01,1.221945897517898588e-01
